,y-o-y growth,forecast Revenues
2024,0.14123275875501365,241844340071.56873
2025,0.14123275875501365,276000683409.1621
2026,0.14123275875501365,314981021345.30725
2027,0.14123275875501365,359466659945.37683
2028,0.14123275875501365,410235128009.9128
