,% of revenue,forecast COGS
2024,0.31492859217099306,76163697543.26202
2025,0.31492859217099306,86920506664.27939
2026,0.31492859217099306,99196529612.85913
2027,0.31492859217099306,113206329149.00662
2028,0.31492859217099306,129194771323.24895
