Year,P/E ratio,Price/Book,Price/Sales,Dividend yields(%)
2023,45.155990222268855,287.8179685596538,15.329737919131786,0.6382832910476834
2022,45.29637153902202,142.56451521363613,16.455282849972576,0.5810894477638409
2021,54.299377062305894,106.40475200266765,19.553031625448565,0.526183358211352
2020,75.88715023464627,70.00972496502389,23.139948250859558,0.4781405298529241
